office_no,municipality,corporation_name,office_name,wam_office_url,homepage_url,homepage_source,homepage_confidence,instagram_url,instagram_source,instagram_confidence,search_query,search_checked_at
216,大阪市,こころのいしずえ,ぴあんぴあーの,,,,,,,,"""ぴあんぴあーの"" ""大阪市"" こころのいしずえ 就労継続支援B型 Instagram",2026-03-12T16:12:55
217,大阪市,株式会社神戸屋,ミルソラ,,,,,,,,"""ミルソラ"" ""大阪市"" 神戸屋 就労継続支援B型 Instagram",2026-03-12T16:12:55
218,大阪市,イルミネイト合同会社,就労継続支援B型事業所　あっとまーく,https://atmark3.sakura.ne.jp,https://atmark3.sakura.ne.jp,wam_url,high,,,,"""就労継続支援B型事業所　あっとまーく"" ""大阪市"" イルミネイト 就労継続支援B型 Instagram",2026-03-12T16:12:55
219,大阪市,株式会社ライフアンドパワー,就労継続支援B型　パートナー,,,,,,,,"""就労継続支援B型　パートナー"" ""大阪市"" ライフアンドパワー 就労継続支援B型 Instagram",2026-03-12T16:12:55
22,大阪市,社会福祉法人　福祉ネット大和川,たんぽぽわたぼうし,http://www.yamatogawa.or.jp,http://www.yamatogawa.or.jp,wam_url,high,,,,"""たんぽぽわたぼうし"" ""大阪市"" 福祉ネット大和川 就労継続支援B型 Instagram",2026-03-12T16:12:55
220,大阪市,Leading Lives,就労継続支援B型事業所 菜の里,,,,,,,,"""就労継続支援B型事業所 菜の里"" ""大阪市"" Leading Lives 就労継続支援B型 Instagram",2026-03-12T16:12:55
221,大阪市,合同会社ASK,ちゅーりっぷ,,,,,,,,"""ちゅーりっぷ"" ""大阪市"" ASK 就労継続支援B型 Instagram",2026-03-12T16:12:55
222,大阪市,株式会社 泉州屋,リモートファーム,https://sensyuya.co.jp,https://sensyuya.co.jp,wam_url,high,,,,"""リモートファーム"" ""大阪市"" 泉州屋 就労継続支援B型 Instagram",2026-03-12T16:12:55
223,大阪市,株式会社ワークロード,ワークロード巽東,,,,,,,,"""ワークロード巽東"" ""大阪市"" ワークロード 就労継続支援B型 Instagram",2026-03-12T16:12:55
224,大阪市,株式会社Nine,障がい福祉サポートネットNine 桃谷,,,,,,,,"""障がい福祉サポートネットNine 桃谷"" ""大阪市"" Nine 就労継続支援B型 Instagram",2026-03-12T16:12:55
225,大阪市,株式会社ＨＥＩＺＯ　ＫＩＴＣＨＥＮ,BONBONももだに,,,,,,,,"""BONBONももだに"" ""大阪市"" ＨＥＩＺＯ　ＫＩＴＣＨＥＮ 就労継続支援B型 Instagram",2026-03-12T16:12:55
226,大阪市,株式会社クンダンビガ,カナアンハート,,,,,,,,"""カナアンハート"" ""大阪市"" クンダンビガ 就労継続支援B型 Instagram",2026-03-12T16:12:55
227,大阪市,株式会社Believe,就労継続支援Ｂ型事業所　みんなの空,,,,,,,,"""就労継続支援Ｂ型事業所　みんなの空"" ""大阪市"" Believe 就労継続支援B型 Instagram",2026-03-12T16:12:55
228,大阪市,特定非営利活動法人ドマーニ,ワークスペース街,https://www.wsmarch.org,https://www.wsmarch.org,wam_url,high,,,,"""ワークスペース街"" ""大阪市"" ドマーニ 就労継続支援B型 Instagram",2026-03-12T16:12:55
229,大阪市,"社会福祉法人
日本ヘレンケラー財団",就労支援事業所アテナ平和,http://www.athena-heiwa.jp,http://www.athena-heiwa.jp,wam_url,high,,,,"""就労支援事業所アテナ平和"" ""大阪市"" 日本ヘレンケラー財団 就労継続支援B型 Instagram",2026-03-12T16:12:55
23,大阪市,やすらぎの家,やすらぎの家作業所,,,,,,,,"""やすらぎの家作業所"" ""大阪市"" やすらぎの家 就労継続支援B型 Instagram",2026-03-12T16:12:55
230,大阪市,特定非営利活動法人　至誠,あべの作業所,http://npo-abeno.life.coocan.jp/index.html,http://npo-abeno.life.coocan.jp/index.html,wam_url,high,,,,"""あべの作業所"" ""大阪市"" 至誠 就労継続支援B型 Instagram",2026-03-12T16:12:55
231,大阪市,特定非営利活動法人コーナス,アートラボネクスト,,,,,,,,"""アートラボネクスト"" ""大阪市"" コーナス 就労継続支援B型 Instagram",2026-03-12T16:12:55
232,大阪市,合同会社パワフル,ミラクル,,,,,,,,"""ミラクル"" ""大阪市"" パワフル 就労継続支援B型 Instagram",2026-03-12T16:12:55
233,大阪市,株式会社ワンダーフレンズ,ワンダーフレンズあべの,https://wonderf.jp,https://wonderf.jp,wam_url,high,,,,"""ワンダーフレンズあべの"" ""大阪市"" ワンダーフレンズ 就労継続支援B型 Instagram",2026-03-12T16:12:55
234,大阪市,株式会社シクロ,DIG西田辺,,,,,,,,"""DIG西田辺"" ""大阪市"" シクロ 就労継続支援B型 Instagram",2026-03-12T16:12:55
235,大阪市,株式会社eternity,Ｂワーク昭和町,http://www.bworkshowacho.shop/index.html,http://www.bworkshowacho.shop/index.html,wam_url,high,,,,"""Ｂワーク昭和町"" ""大阪市"" eternity 就労継続支援B型 Instagram",2026-03-12T16:12:55
236,大阪市,株式会社　美来,就労継続支援　美来,,,,,,,,"""就労継続支援　美来"" ""大阪市"" 美来 就労継続支援B型 Instagram",2026-03-12T16:12:55
237,大阪市,株式会社心ノ美医療,心ノ美療,http://cocoronobiryo.com,http://cocoronobiryo.com,wam_url,high,,,,"""心ノ美療"" ""大阪市"" 心ノ美医療 就労継続支援B型 Instagram",2026-03-12T16:12:55
238,大阪市,社会福祉法人　育徳園,阿倍野ひまわり作業所,https://www.ikutokuen.jp,https://www.ikutokuen.jp,wam_url,high,,,,"""阿倍野ひまわり作業所"" ""大阪市"" 育徳園 就労継続支援B型 Instagram",2026-03-12T16:12:55
239,大阪市,合同会社清風会,就労支援　みらい,,,,,,,,"""就労支援　みらい"" ""大阪市"" 清風会 就労継続支援B型 Instagram",2026-03-12T16:12:55
24,大阪市,特定非営利活動法人ステップ,福祉作業所ステップ,https://www.fukushi-step.com,https://www.fukushi-step.com,wam_url,high,,,,"""福祉作業所ステップ"" ""大阪市"" ステップ 就労継続支援B型 Instagram",2026-03-12T16:12:55
240,大阪市,株式会社三恵ファームスタジオ,ふくふくファーム帝塚山,,,,,,,,"""ふくふくファーム帝塚山"" ""大阪市"" 三恵ファームスタジオ 就労継続支援B型 Instagram",2026-03-12T16:12:55
241,大阪市,社会福祉法人ワークスユニオン,ワークス集,,,,,,,,"""ワークス集"" ""大阪市"" ワークスユニオン 就労継続支援B型 Instagram",2026-03-12T16:12:55
242,大阪市,特定非営利活動法人　わかば,ワークステーション大正,http://npowakaba.com,http://npowakaba.com,wam_url,high,,,,"""ワークステーション大正"" ""大阪市"" わかば 就労継続支援B型 Instagram",2026-03-12T16:12:55
243,大阪市,社会福祉法人ワークスユニオン,ワークス翔,,,,,,,,"""ワークス翔"" ""大阪市"" ワークスユニオン 就労継続支援B型 Instagram",2026-03-12T16:12:55
244,大阪市,ジャパンケアニジュウイチ,スマイル大正,http://www.smaile-osaka.jp,http://www.smaile-osaka.jp,wam_url,high,,,,"""スマイル大正"" ""大阪市"" ジャパンケアニジュウイチ 就労継続支援B型 Instagram",2026-03-12T16:12:55
245,大阪市,ブリッジウォーター株式会社,HERO大正,https://snabi.jp/facility/19545,,,,,,,"""HERO大正"" ""大阪市"" ブリッジウォーター 就労継続支援B型 Instagram",2026-03-12T16:12:55
246,大阪市,株式会社CROWN,2ndぷれいす大正,https://2ndplace.net/facilities/2nd%e3%81%b7%e3%82%8c%e3%81%84%e3%81%99-%e5%a4%a7%e6%ad%a3,https://2ndplace.net/facilities/2nd%e3%81%b7%e3%82%8c%e3%81%84%e3%81%99-%e5%a4%a7%e6%ad%a3,wam_url,high,,,,"""2ndぷれいす大正"" ""大阪市"" CROWN 就労継続支援B型 Instagram",2026-03-12T16:12:55
247,大阪市,Brilliant Factory株式会社,Senzu,http://www.senzu-fukushi.com,http://www.senzu-fukushi.com,wam_url,high,,,,"""Senzu"" ""大阪市"" Brilliant Factory 就労継続支援B型 Instagram",2026-03-12T16:12:55
248,大阪市,株式会社ワンダーライフ,"就労継続支援B型事業所
てるてる坊主",,,,,,,,"""就労継続支援B型事業所
てるてる坊主"" ""大阪市"" ワンダーライフ 就労継続支援B型 Instagram",2026-03-12T16:12:55
249,大阪市,㈱ホイミ,ホイミ堂大正店,,,,,,,,"""ホイミ堂大正店"" ""大阪市"" ㈱ホイミ 就労継続支援B型 Instagram",2026-03-12T16:12:55
25,大阪市,ワークステージ,ワークステージやた,http://workstage.org,http://workstage.org,wam_url,high,,,,"""ワークステージやた"" ""大阪市"" ワークステージ 就労継続支援B型 Instagram",2026-03-12T16:12:55
250,大阪市,株式会社まっさいちゅう,大正セントラルキッチン,,,,,,,,"""大正セントラルキッチン"" ""大阪市"" まっさいちゅう 就労継続支援B型 Instagram",2026-03-12T16:12:55
251,大阪市,合同会社　SIN,就労継続支援B型事業所　フォレスト,,,,,,,,"""就労継続支援B型事業所　フォレスト"" ""大阪市"" SIN 就労継続支援B型 Instagram",2026-03-12T16:12:55
252,大阪市,株式会社COCA,ワーク支援たんぽぽ,,,,,,,,"""ワーク支援たんぽぽ"" ""大阪市"" COCA 就労継続支援B型 Instagram",2026-03-12T16:12:55
253,大阪市,株式会社パルワーズ,"就労継続支援B型事業所
リボンセレクト",,,,,,,,"""就労継続支援B型事業所
リボンセレクト"" ""大阪市"" パルワーズ 就労継続支援B型 Instagram",2026-03-12T16:12:55
254,大阪市,社会福祉法人　大阪市障害者福祉・スポーツ協会,大阪市立此花作業指導所,http://www.fukspo.org/konohana,http://www.fukspo.org/konohana,wam_url,high,,,,"""大阪市立此花作業指導所"" ""大阪市"" 大阪市障害者福祉・スポーツ協会 就労継続支援B型 Instagram",2026-03-12T16:12:55
255,大阪市,特定非営利活動法人はばたく,はばたく,,,,,,,,"""はばたく"" ""大阪市"" はばたく 就労継続支援B型 Instagram",2026-03-12T16:12:55
256,大阪市,NPO法人MUA未来,コアの仲間たち,https://muamirai.com,https://muamirai.com,wam_url,high,,,,"""コアの仲間たち"" ""大阪市"" NPO法人MUA未来 就労継続支援B型 Instagram",2026-03-12T16:12:55
257,大阪市,礼恩介護コンサルタント株式会社,チャコールワークス,https://charcoalworks.saura.ne.jp/cw,https://charcoalworks.saura.ne.jp/cw,wam_url,high,,,,"""チャコールワークス"" ""大阪市"" 礼恩介護コンサルタント 就労継続支援B型 Instagram",2026-03-12T16:12:55
258,大阪市,身体障害者自立協会,フリーダム創生,http://www.s-jiritsu.org,http://www.s-jiritsu.org,wam_url,high,,,,"""フリーダム創生"" ""大阪市"" 身体障害者自立協会 就労継続支援B型 Instagram",2026-03-12T16:12:55
259,大阪市,路交館,ほっとコミュニティうぃる,http://www.rokoukan.or.jp/linen   http://www.rokoukan.or.jp/cococi/wire_king/shop.html,http://www.rokoukan.or.jp/linen   http://www.rokoukan.or.jp/cococi/wire_king/shop.html,wam_url,high,,,,"""ほっとコミュニティうぃる"" ""大阪市"" 路交館 就労継続支援B型 Instagram",2026-03-12T16:12:55
26,大阪市,特定非営利活動法人ウィルハート,ゆう・スペース,https://youspace.jp,https://youspace.jp,wam_url,high,,,,"""ゆう・スペース"" ""大阪市"" ウィルハート 就労継続支援B型 Instagram",2026-03-12T16:12:55
260,大阪市,株式会社,バンビの里,http://www.bambi-no-sato.com,http://www.bambi-no-sato.com,wam_url,high,,,,"""バンビの里"" ""大阪市"" 就労継続支援B型 Instagram",2026-03-12T16:12:55
261,大阪市,NPO法人スマイル,JOBSTAR,https://shigoto-boshi.wixsite.com/job-star,https://shigoto-boshi.wixsite.com/job-star,wam_url,high,,,,"""JOBSTAR"" ""大阪市"" NPO法人スマイル 就労継続支援B型 Instagram",2026-03-12T16:12:55
262,大阪市,株式会社チャレンビー,ちゃれんびぃ,http://challenbee-b.com,http://challenbee-b.com,wam_url,high,,,,"""ちゃれんびぃ"" ""大阪市"" チャレンビー 就労継続支援B型 Instagram",2026-03-12T16:12:55
263,大阪市,株式会社　道,ミシン工房　道の空,https://michinosora.co.jp,https://michinosora.co.jp,wam_url,high,,,,"""ミシン工房　道の空"" ""大阪市"" 道 就労継続支援B型 Instagram",2026-03-12T16:12:55
264,大阪市,一般社団法人　ネクストステージ,未来の里,,,,,,,,"""未来の里"" ""大阪市"" ネクストステージ 就労継続支援B型 Instagram",2026-03-12T16:12:55
265,大阪市,株式会社アスキー,ワークショップジョイント,https://workshop-joint.com,https://workshop-joint.com,wam_url,high,,,,"""ワークショップジョイント"" ""大阪市"" アスキー 就労継続支援B型 Instagram",2026-03-12T16:12:55
266,大阪市,一般社団法人　NORMALIZE,就労支援トモワーク豊里,http://www.n-tomowork.com,http://www.n-tomowork.com,wam_url,high,,,,"""就労支援トモワーク豊里"" ""大阪市"" NORMALIZE 就労継続支援B型 Instagram",2026-03-12T16:12:55
267,大阪市,合同会社ジュレイ,あゆみワークス,https://www.jurei.co.jp,https://www.jurei.co.jp,wam_url,high,,,,"""あゆみワークス"" ""大阪市"" ジュレイ 就労継続支援B型 Instagram",2026-03-12T16:12:55
268,大阪市,株式会社Dyadic Star,就労支援事業所Fortune,,,,,,,,"""就労支援事業所Fortune"" ""大阪市"" Dyadic Star 就労継続支援B型 Instagram",2026-03-12T16:12:55
269,大阪市,株式会社Ｎａｏｊｉ,就労支援事務所のんびり,https://nonbirnaoji.com,https://nonbirnaoji.com,wam_url,high,,,,"""就労支援事務所のんびり"" ""大阪市"" Ｎａｏｊｉ 就労継続支援B型 Instagram",2026-03-12T16:12:55
27,大阪市,長居公園元気ネット,オシテルヤ就労支援センター,,,,,,,,"""オシテルヤ就労支援センター"" ""大阪市"" 長居公園元気ネット 就労継続支援B型 Instagram",2026-03-12T16:12:55
270,大阪市,合同会社Ｇｕａｒｄｉａｎ,スターガーデン,https://stae-garden.net,https://stae-garden.net,wam_url,high,,,,"""スターガーデン"" ""大阪市"" Ｇｕａｒｄｉａｎ 就労継続支援B型 Instagram",2026-03-12T16:12:55
271,大阪市,株式会社again,就労支援事業所わんステップ,,,,,,,,"""就労支援事業所わんステップ"" ""大阪市"" again 就労継続支援B型 Instagram",2026-03-12T16:12:55
272,大阪市,株式会社ひふみ,就労継続支援B型　フリースタイル,http://free-style-osaka.com,http://free-style-osaka.com,wam_url,high,,,,"""就労継続支援B型　フリースタイル"" ""大阪市"" ひふみ 就労継続支援B型 Instagram",2026-03-12T16:12:55
273,大阪市,合同会社　Happiness,就労継続支援　革工房　torogi,https://torogi.net,https://torogi.net,wam_url,high,,,,"""就労継続支援　革工房　torogi"" ""大阪市"" Happiness 就労継続支援B型 Instagram",2026-03-12T16:12:55
274,大阪市,合同会社ケア・ファクトリー,はるはる,,,,,,,,"""はるはる"" ""大阪市"" ケア・ファクトリー 就労継続支援B型 Instagram",2026-03-12T16:12:55
275,大阪市,株式会社again,就労支援事業所pep,,,,,,,,"""就労支援事業所pep"" ""大阪市"" again 就労継続支援B型 Instagram",2026-03-12T16:12:55
276,大阪市,浪速テクノ株式会社,Kurutto,,,,,,,,"""Kurutto"" ""大阪市"" 浪速テクノ 就労継続支援B型 Instagram",2026-03-12T16:12:55
277,大阪市,株式会社ONES,ReSTA井高野,https://www.ones-resta.com,https://www.ones-resta.com,wam_url,high,,,,"""ReSTA井高野"" ""大阪市"" ONES 就労継続支援B型 Instagram",2026-03-12T16:12:55
278,大阪市,一般社団法人ミュージックサークルLABO,オトラボ,https://musiccirclelabo202.wixsite.com/home/otolabo,https://musiccirclelabo202.wixsite.com/home/otolabo,wam_url,high,,,,"""オトラボ"" ""大阪市"" ミュージックサークルLABO 就労継続支援B型 Instagram",2026-03-12T16:12:55
279,大阪市,特定非営利活動法人いちごの会,リカバリハウスいちご北大阪,https://ichigonokai.jp,https://ichigonokai.jp,wam_url,high,,,,"""リカバリハウスいちご北大阪"" ""大阪市"" いちごの会 就労継続支援B型 Instagram",2026-03-12T16:12:55
28,大阪市,社会福祉法人むぎの会,ワークハウス平野,https://work-house.wixsite.com/mysite,https://work-house.wixsite.com/mysite,wam_url,high,,,,"""ワークハウス平野"" ""大阪市"" むぎの会 就労継続支援B型 Instagram",2026-03-12T16:12:55
280,大阪市,株式会社GrowLegion,就労支援事業所はらっぱ,http://www.growharappa.com,http://www.growharappa.com,wam_url,high,,,,"""就労支援事業所はらっぱ"" ""大阪市"" GrowLegion 就労継続支援B型 Instagram",2026-03-12T16:12:55
281,大阪市,株式会社Ｂａｍｂｉ,おうちでばんび,https://ouchidebambi.com,https://ouchidebambi.com,wam_url,high,,,,"""おうちでばんび"" ""大阪市"" Ｂａｍｂｉ 就労継続支援B型 Instagram",2026-03-12T16:12:55
